chinese_char,source_syllable,p_syllable_given_char,path
奢,śa,0.1141,direct
奢,śam,0.0397,direct
奢,śat,0.0397,direct
奢,śud,0.0397,direct
奢,śai,0.0382,direct
女,mak,0.0192,direct
女,mat,0.0192,direct
女,maṃ,0.0192,direct
女,miṃ,0.0192,direct
女,mū,0.0192,direct
奴,nuṣ,0.1241,direct
奴,nus,0.0906,direct
奴,nu,0.0668,direct
奴,nim,0.0451,direct
奴,nir,0.0451,direct
妙,kra,0.0092,direct
妙,sro,0.0092,direct
妙,ña,0.0092,direct
妙,ñā,0.0092,direct
妙,śma,0.0092,direct
姑,ka,0.3398,lhan_backoff
姑,ga,0.145,lhan_backoff
姑,ku,0.0844,lhan_backoff
姑,kā,0.039,lhan_backoff
姑,kha,0.0368,lhan_backoff
姹,ṭha,0.2587,direct
姹,ṭhi,0.1108,direct
姹,ṭhaḥ,0.0993,direct
娑,sā,0.1074,direct
娑,sa,0.061,direct
娑,sat,0.0392,direct
娑,saṃg,0.0392,direct
娑,sūt,0.0392,direct
娜,da,0.0471,direct
娜,dan,0.0349,direct
娜,dar,0.0349,direct
娜,deḥ,0.0349,direct
娜,dit,0.0349,direct
婁,ru,0.0905,direct
婁,rad,0.0308,direct
婁,raj,0.0308,direct
婁,rañ,0.0308,direct
婁,raṃ,0.0308,direct
婆,va,0.0505,direct
婆,bha,0.0407,direct
婆,vā,0.031,direct
婆,vast,0.0249,direct
婆,vat,0.0249,direct
婢,bhi,0.1356,direct
婢,bhaṅ,0.0465,direct
婢,bhuk,0.0465,direct
婢,bhās,0.0465,direct
婢,bhe,0.0437,direct
子,sat,0.0225,direct
子,saṃg,0.0225,direct
子,sūt,0.0225,direct
子,sad,0.022,direct
子,saun,0.022,direct
孕,yaṅ,0.1679,direct
孕,yan,0.0444,direct
孕,yast,0.0444,direct
孕,yaḥ,0.0444,direct
孕,yut,0.0444,direct
字,sat,0.0225,direct
字,saṃg,0.0225,direct
字,sūt,0.0225,direct
字,sad,0.022,direct
字,saun,0.022,direct
孤,ka,0.3398,lhan_backoff
孤,ga,0.145,lhan_backoff
孤,ku,0.0844,lhan_backoff
孤,kā,0.039,lhan_backoff
孤,kha,0.0368,lhan_backoff
孫,sun,0.1092,direct
孫,saun,0.0689,direct
孫,sat,0.0267,direct
孫,saṃg,0.0267,direct
孫,sūt,0.0267,direct
孰,kak,0.0156,direct
孰,kau,0.0156,direct
孰,kaṃ,0.0156,direct
孰,kum,0.0156,direct
孰,kun,0.0156,direct
守,kra,0.0092,direct
守,sro,0.0092,direct
守,ña,0.0092,direct
守,ñā,0.0092,direct
守,śma,0.0092,direct
安,a,0.2218,lhan_backoff
安,u,0.1479,lhan_backoff
安,ā,0.144,lhan_backoff
安,hā,0.0778,lhan_backoff
安,i,0.0467,lhan_backoff
宗,kra,0.0092,direct
宗,sro,0.0092,direct
宗,ña,0.0092,direct
宗,ñā,0.0092,direct
宗,śma,0.0092,direct
定,dhi,0.1102,direct
定,dhu,0.0542,direct
定,dhuś,0.0542,direct
定,dhān,0.0542,direct
定,dhār,0.0512,direct
室,śi,0.0599,direct
室,śam,0.0283,direct
室,śat,0.0283,direct
室,śud,0.0283,direct
室,śai,0.0273,direct
宮,kak,0.0156,direct
宮,kau,0.0156,direct
宮,kaṃ,0.0156,direct
宮,kum,0.0156,direct
宮,kun,0.0156,direct
家,has,0.1621,direct
家,hatt,0.0405,direct
家,hat,0.0384,direct
家,haṃ,0.0384,direct
家,hoḥ,0.0384,direct
寅,jī,0.1696,direct
寅,jai,0.0504,direct
寅,jam,0.0504,direct
寅,jo,0.0504,direct
寅,ji,0.0474,direct
密,pas,0.0156,direct
密,paṃ,0.0156,direct
密,pit,0.0156,direct
密,put,0.0156,direct
密,puṣ,0.0156,direct
富,pu,0.0758,direct
富,pū,0.063,direct
富,pud,0.0433,direct
富,pas,0.0332,direct
富,paṃ,0.0332,direct
察,ta,0.2285,lhan_backoff
察,da,0.1125,lhan_backoff
察,ti,0.1037,lhan_backoff
察,ḍa,0.0598,lhan_backoff
察,dha,0.0475,lhan_backoff
實,śik,0.107,direct
實,śam,0.0273,direct
實,śat,0.0273,direct
實,śud,0.0273,direct
實,śai,0.0263,direct
寧,nim,0.0264,direct
寧,nir,0.0264,direct
寧,nur,0.0264,direct
寧,nai,0.0258,direct
寧,nak,0.0258,direct
寺,kra,0.0092,direct
寺,sro,0.0092,direct
寺,ña,0.0092,direct
寺,ñā,0.0092,direct
寺,śma,0.0092,direct
射,kra,0.0092,direct
射,sro,0.0092,direct
射,ña,0.0092,direct
射,ñā,0.0092,direct
射,śma,0.0092,direct
尊,ca,0.1805,lhan_backoff
尊,ja,0.0977,lhan_backoff
尊,cā,0.0752,lhan_backoff
尊,jā,0.0677,lhan_backoff
尊,cī,0.0677,lhan_backoff
尸,śi,0.1003,direct
尸,śin,0.0661,direct
尸,śī,0.0661,direct
尸,śṛ,0.053,direct
尸,śam,0.0389,direct
尺,ca,0.1805,lhan_backoff
尺,ja,0.0977,lhan_backoff
尺,cā,0.0752,lhan_backoff
尺,jā,0.0677,lhan_backoff
尺,cī,0.0677,lhan_backoff
尼,ṇī,0.0863,direct
尼,ni,0.0786,direct
尼,nī,0.0781,direct
尼,nyag,0.0547,direct
尼,niṣ,0.0529,direct
居,gṛ,0.1293,direct
居,gī,0.0319,direct
居,gar,0.0306,direct
居,gañ,0.0306,direct
居,gaḥ,0.0306,direct
屈,ka,0.3398,lhan_backoff
屈,ga,0.145,lhan_backoff
屈,ku,0.0844,lhan_backoff
屈,kā,0.039,lhan_backoff
屈,kha,0.0368,lhan_backoff
屋,a,0.2218,lhan_backoff
屋,u,0.1479,lhan_backoff
屋,ā,0.144,lhan_backoff
屋,hā,0.0778,lhan_backoff
屋,i,0.0467,lhan_backoff
屠,ta,0.2285,lhan_backoff
屠,da,0.1125,lhan_backoff
屠,ti,0.1037,lhan_backoff
屠,ḍa,0.0598,lhan_backoff
屠,dha,0.0475,lhan_backoff
山,śīr,0.0897,direct
山,ka,0.0307,direct
山,kak,0.0186,direct
山,kau,0.0186,direct
山,kaṃ,0.0186,direct
崎,kṣa,0.1002,direct
崎,kṣan,0.1002,direct
崎,kṣud,0.1002,direct
崎,kṣān,0.1002,direct
崎,kra,0.0056,direct
崛,gup,0.1248,direct
崛,gī,0.032,direct
崛,gar,0.0307,direct
崛,gañ,0.0307,direct
崛,gaḥ,0.0307,direct
崽,ṣe,0.1839,direct
崽,ṣat,0.046,direct
崽,ṣuṇ,0.046,direct
崽,ṣad,0.0435,direct
崽,ṣu,0.0435,direct
工,kra,0.0092,direct
工,sro,0.0092,direct
工,ña,0.0092,direct
工,ñā,0.0092,direct
工,śma,0.0092,direct
左,cā,0.1549,direct
左,cak,0.0708,direct
左,cit,0.0708,direct
左,caṇ,0.0669,direct
左,ciṣ,0.0669,direct
差,kra,0.0092,direct
差,sro,0.0092,direct
差,ña,0.0092,direct
差,ñā,0.0092,direct
差,śma,0.0092,direct
巴,bār,0.1064,direct
巴,bā,0.0989,direct
巴,pa,0.0386,direct
巴,bim,0.0272,direct
巴,be,0.0252,direct
布,pū,0.1589,direct
布,pu,0.037,direct
布,pas,0.0257,direct
布,paṃ,0.0257,direct
布,pit,0.0257,direct
帕,pas,0.0206,direct
帕,paṃ,0.0206,direct
帕,pit,0.0206,direct
帕,put,0.0206,direct
帕,puṣ,0.0206,direct
帝,tī,0.1101,direct
帝,ti,0.0759,direct
帝,te,0.0737,direct
帝,tam,0.0421,direct
帝,tañ,0.0421,direct
師,ṣī,0.1539,direct
師,ṣi,0.1057,direct
師,śi,0.0572,direct
師,ṣat,0.023,direct
師,ṣuṇ,0.023,direct
常,jāṅ,0.2489,direct
常,jai,0.0619,direct
常,jam,0.0619,direct
常,jo,0.0619,direct
常,ji,0.0582,direct
平,kra,0.0092,direct
平,sro,0.0092,direct
平,ña,0.0092,direct
平,ñā,0.0092,direct
平,śma,0.0092,direct
底,ti,0.1487,direct
底,tī,0.111,direct
底,tam,0.0504,direct
底,tañ,0.0504,direct
底,tuj,0.0504,direct
度,kra,0.0092,direct
度,sro,0.0092,direct
度,ña,0.0092,direct
度,ñā,0.0092,direct
度,śma,0.0092,direct
庫,ka,0.3398,lhan_backoff
庫,ga,0.145,lhan_backoff
庫,ku,0.0844,lhan_backoff
庫,kā,0.039,lhan_backoff
庫,kha,0.0368,lhan_backoff
康,kak,0.0223,direct
康,kau,0.0223,direct
康,kaṃ,0.0223,direct
康,kum,0.0223,direct
康,kun,0.0223,direct
庾,yu,0.1219,direct
庾,yan,0.0351,direct
庾,yast,0.0351,direct
庾,yaḥ,0.0351,direct
庾,yut,0.0351,direct
廬,ra,0.3703,lhan_backoff
廬,la,0.1698,lhan_backoff
廬,rī,0.0849,lhan_backoff
廬,ru,0.0825,lhan_backoff
廬,rā,0.0684,lhan_backoff
延,ya,0.1025,direct
延,yaj,0.0845,direct
延,yā,0.0761,direct
延,yan,0.0473,direct
延,yast,0.0473,direct
式,śik,0.107,direct
式,śam,0.0273,direct
式,śat,0.0273,direct
式,śud,0.0273,direct
式,śai,0.0263,direct
弗,pas,0.0206,direct
弗,paṃ,0.0206,direct
弗,pit,0.0206,direct
弗,put,0.0206,direct
弗,puṣ,0.0206,direct
弩,nim,0.0264,direct
弩,nir,0.0264,direct
弩,nur,0.0264,direct
弩,nai,0.0258,direct
弩,nak,0.0258,direct
弭,mi,0.0745,direct
弭,mī,0.0589,direct
弭,mak,0.0291,direct
弭,mat,0.0291,direct
弭,maṃ,0.0291,direct
彈,kra,0.0092,direct
彈,sro,0.0092,direct
彈,ña,0.0092,direct
彈,ñā,0.0092,direct
彈,śma,0.0092,direct
彌,mi,0.0753,direct
彌,me,0.0514,direct
彌,min,0.0505,direct
彌,mī,0.0505,direct
彌,ma,0.0402,direct
彥,gañ,0.1293,direct
彥,gī,0.0319,direct
彥,gar,0.0306,direct
彥,gaḥ,0.0306,direct
彥,gaṅ,0.0306,direct
彦,ṅan,0.4132,direct
彦,ṅa,0.0603,direct
彼,pa,0.134,lhan_backoff
彼,pā,0.1275,lhan_backoff
彼,pu,0.0752,lhan_backoff
彼,pi,0.0523,lhan_backoff
彼,bha,0.0425,lhan_backoff
律,rad,0.0186,direct
律,raj,0.0186,direct
律,rañ,0.0186,direct
律,raṃ,0.0186,direct
律,raṅ,0.0186,direct
徑,ka,0.3398,lhan_backoff
徑,ga,0.145,lhan_backoff
徑,ku,0.0844,lhan_backoff
徑,kā,0.039,lhan_backoff
徑,kha,0.0368,lhan_backoff
徒,kra,0.0092,direct
徒,sro,0.0092,direct
徒,ña,0.0092,direct
徒,ñā,0.0092,direct
徒,śma,0.0092,direct
得,tam,0.0258,direct
得,tañ,0.0258,direct
得,tuj,0.0258,direct
得,tāj,0.0258,direct
得,tatk,0.0253,direct
徙,śi,0.0599,direct
徙,śam,0.0283,direct
徙,śat,0.0283,direct
徙,śud,0.0283,direct
徙,śai,0.0273,direct
復,pa,0.134,lhan_backoff
復,pā,0.1275,lhan_backoff
復,pu,0.0752,lhan_backoff
復,pi,0.0523,lhan_backoff
復,bha,0.0425,lhan_backoff
德,kra,0.0092,direct
德,sro,0.0092,direct
德,ña,0.0092,direct
德,ñā,0.0092,direct
德,śma,0.0092,direct
心,kra,0.0092,direct
心,sro,0.0092,direct
心,ña,0.0092,direct
心,ñā,0.0092,direct
心,śma,0.0092,direct
必,pa,0.134,lhan_backoff
必,pā,0.1275,lhan_backoff
必,pu,0.0752,lhan_backoff
必,pi,0.0523,lhan_backoff
必,bha,0.0425,lhan_backoff
忉,ta,0.2285,lhan_backoff
忉,da,0.1125,lhan_backoff
忉,ti,0.1037,lhan_backoff
忉,ḍa,0.0598,lhan_backoff
忉,dha,0.0475,lhan_backoff
忙,mā,0.0749,direct
忙,mak,0.0343,direct
忙,mat,0.0343,direct
忙,maṃ,0.0343,direct
忙,miṃ,0.0343,direct
怒,na,0.3581,lhan_backoff
怒,ṇa,0.1092,lhan_backoff
怒,nā,0.1048,lhan_backoff
怒,ni,0.0873,lhan_backoff
怒,nī,0.0786,lhan_backoff
怕,pas,0.0206,direct
怕,paṃ,0.0206,direct
怕,pit,0.0206,direct
怕,put,0.0206,direct
怕,puṣ,0.0206,direct
怛,tant,0.0788,direct
怛,ta,0.0668,direct
怛,tatk,0.0623,direct
怛,tṛ,0.061,direct
怛,tā,0.0521,direct
思,sa,0.1126,lhan_backoff
思,ṣa,0.0852,lhan_backoff
思,su,0.0852,lhan_backoff
思,ṣi,0.0797,lhan_backoff
思,saṃ,0.0797,lhan_backoff
性,kra,0.0092,direct
性,sro,0.0092,direct
性,ña,0.0092,direct
性,ñā,0.0092,direct
性,śma,0.0092,direct
恒,ka,0.3398,lhan_backoff
恒,ga,0.145,lhan_backoff
恒,ku,0.0844,lhan_backoff
恒,kā,0.039,lhan_backoff
恒,kha,0.0368,lhan_backoff
恨,ka,0.3398,lhan_backoff
恨,ga,0.145,lhan_backoff
恨,ku,0.0844,lhan_backoff
恨,kā,0.039,lhan_backoff
恨,kha,0.0368,lhan_backoff
恭,ka,0.3398,lhan_backoff
恭,ga,0.145,lhan_backoff
恭,ku,0.0844,lhan_backoff
恭,kā,0.039,lhan_backoff
恭,kha,0.0368,lhan_backoff
悅,ya,0.6259,lhan_backoff
悅,yā,0.0863,lhan_backoff
悅,yan,0.0576,lhan_backoff
悅,yak,0.0432,lhan_backoff
悅,yu,0.036,lhan_backoff
悉,sid,0.1666,direct
悉,si,0.0887,direct
悉,sat,0.0241,direct
悉,saṃg,0.0241,direct
悉,sūt,0.0241,direct
悍,hāṃ,0.1548,direct
悍,hatt,0.0408,direct
悍,has,0.0386,direct
悍,hat,0.0386,direct
悍,haṃ,0.0386,direct
悶,mak,0.0192,direct
悶,mat,0.0192,direct
悶,maṃ,0.0192,direct
悶,miṃ,0.0192,direct
悶,mū,0.0192,direct
惟,kra,0.0092,direct
惟,sro,0.0092,direct
惟,ña,0.0092,direct
惟,ñā,0.0092,direct
惟,śma,0.0092,direct
惱,kra,0.0092,direct
惱,sro,0.0092,direct
惱,ña,0.0092,direct
惱,ñā,0.0092,direct
惱,śma,0.0092,direct
惹,kra,0.0092,direct
惹,sro,0.0092,direct
惹,ña,0.0092,direct
惹,ñā,0.0092,direct
惹,śma,0.0092,direct
憂,an,0.0197,direct
憂,e,0.0197,direct
憂,iṣ,0.0197,direct
憂,om,0.0197,direct
憂,ḹ,0.0197,direct
憍,ga,0.0332,direct
憍,gī,0.0266,direct
憍,gar,0.0256,direct
憍,gañ,0.0256,direct
憍,gaḥ,0.0256,direct
憐,ra,0.3703,lhan_backoff
憐,la,0.1698,lhan_backoff
憐,rī,0.0849,lhan_backoff
憐,ru,0.0825,lhan_backoff
憐,rā,0.0684,lhan_backoff
憾,haṃ,0.1621,direct
憾,hatt,0.0405,direct
憾,has,0.0384,direct
憾,hat,0.0384,direct
憾,hoḥ,0.0384,direct
戍,śu,0.1036,direct
戍,śam,0.0273,direct
戍,śat,0.0273,direct
戍,śud,0.0273,direct
戍,śai,0.0263,direct
戒,kra,0.0092,direct
戒,sro,0.0092,direct
戒,ña,0.0092,direct
戒,ñā,0.0092,direct
戒,śma,0.0092,direct
戶,ka,0.3398,lhan_backoff
戶,ga,0.145,lhan_backoff
戶,ku,0.0844,lhan_backoff
戶,kā,0.039,lhan_backoff
戶,kha,0.0368,lhan_backoff
扇,śān,0.1333,direct
扇,śam,0.0335,direct
扇,śat,0.0335,direct
扇,śud,0.0335,direct
扇,śai,0.0323,direct
打,kra,0.0092,direct
打,sro,0.0092,direct
打,ña,0.0092,direct
打,ñā,0.0092,direct
打,śma,0.0092,direct
托,kra,0.0092,direct
托,sro,0.0092,direct
托,ña,0.0092,direct
托,ñā,0.0092,direct
托,śma,0.0092,direct
扶,bhū,0.1412,direct
扶,bhaṅ,0.0463,direct
扶,bhuk,0.0463,direct
扶,bhās,0.0463,direct
扶,bhe,0.0435,direct
把,pa,0.134,lhan_backoff
把,pā,0.1275,lhan_backoff
把,pu,0.0752,lhan_backoff
把,pi,0.0523,lhan_backoff
把,bha,0.0425,lhan_backoff
折,cā,0.116,direct
折,ca,0.0729,direct
折,cak,0.0642,direct
折,cit,0.0642,direct
折,caṇ,0.0607,direct
披,pa,0.134,lhan_backoff
披,pā,0.1275,lhan_backoff
披,pu,0.0752,lhan_backoff
披,pi,0.0523,lhan_backoff
披,bha,0.0425,lhan_backoff
拉,rad,0.0276,direct
拉,raj,0.0276,direct
拉,rañ,0.0276,direct
拉,raṃ,0.0276,direct
拉,raṅ,0.0276,direct
拏,ḍā,0.1739,direct
拏,ḍa,0.0878,direct
拏,ṇa,0.0825,direct
拏,ḍo,0.0556,direct
拏,ḍi,0.051,direct
拔,vast,0.0348,direct
拔,vat,0.0348,direct
拔,vī,0.0348,direct
拔,vaj,0.0334,direct
拔,vas,0.0334,direct
拕,dha,0.1075,direct
拕,dhu,0.0543,direct
拕,dhuś,0.0543,direct
拕,dhān,0.0543,direct
拕,dhār,0.0514,direct
拖,da,0.0471,direct
拖,dan,0.0349,direct
拖,dar,0.0349,direct
拖,deḥ,0.0349,direct
拖,dit,0.0349,direct
拘,ku,0.1028,direct
拘,kauṣ,0.0408,direct
拘,ko,0.0403,direct
拘,kak,0.0293,direct
拘,kau,0.0293,direct
拶,sat,0.0225,direct
拶,saṃg,0.0225,direct
拶,sūt,0.0225,direct
拶,sad,0.022,direct
拶,saun,0.022,direct
捨,śa,0.0687,direct
捨,śam,0.0281,direct
捨,śat,0.0281,direct
捨,śud,0.0281,direct
捨,śai,0.0271,direct
捫,mak,0.0192,direct
捫,mat,0.0192,direct
捫,maṃ,0.0192,direct
捫,miṃ,0.0192,direct
捫,mū,0.0192,direct
捺,nim,0.0264,direct
捺,nir,0.0264,direct
捺,nur,0.0264,direct
捺,nai,0.0258,direct
捺,nak,0.0258,direct
掘,kra,0.0092,direct
掘,sro,0.0092,direct
掘,ña,0.0092,direct
掘,ñā,0.0092,direct
掘,śma,0.0092,direct
提,dhi,0.0881,direct
提,de,0.0557,direct
提,ti,0.051,direct
提,di,0.0373,direct
提,dhu,0.0367,direct
握,a,0.2218,lhan_backoff
握,u,0.1479,lhan_backoff
握,ā,0.144,lhan_backoff
握,hā,0.0778,lhan_backoff
握,i,0.0467,lhan_backoff
揭,ga,0.1036,direct
揭,gī,0.0359,direct
揭,gar,0.0345,direct
揭,gañ,0.0345,direct
揭,gaḥ,0.0345,direct
揵,ka,0.3398,lhan_backoff
揵,ga,0.145,lhan_backoff
揵,ku,0.0844,lhan_backoff
揵,kā,0.039,lhan_backoff
揵,kha,0.0368,lhan_backoff
搋,ṭha,0.2587,direct
搋,ṭhi,0.1108,direct
搋,ṭhaḥ,0.0993,direct
搜,ṣu,0.1839,direct
搜,ṣat,0.046,direct
搜,ṣuṇ,0.046,direct
搜,ṣad,0.0435,direct
搜,ṣe,0.0435,direct
摩,ma,0.0651,direct
摩,mā,0.0581,direct
摩,mak,0.0415,direct
摩,mat,0.0415,direct
摩,maṃ,0.0415,direct
撑,ta,0.2285,lhan_backoff
撑,da,0.1125,lhan_backoff
撑,ti,0.1037,lhan_backoff
撑,ḍa,0.0598,lhan_backoff
撑,dha,0.0475,lhan_backoff
撒,sa,0.1126,lhan_backoff
撒,ṣa,0.0852,lhan_backoff
撒,su,0.0852,lhan_backoff
撒,ṣi,0.0797,lhan_backoff
撒,saṃ,0.0797,lhan_backoff
播,pas,0.0206,direct
播,paṃ,0.0206,direct
播,pit,0.0206,direct
播,put,0.0206,direct
播,puṣ,0.0206,direct
擔,kra,0.0092,direct
擔,sro,0.0092,direct
擔,ña,0.0092,direct
擔,ñā,0.0092,direct
擔,śma,0.0092,direct
擯,pas,0.0206,direct
擯,paṃ,0.0206,direct
擯,pit,0.0206,direct
擯,put,0.0206,direct
擯,puṣ,0.0206,direct
攝,kra,0.0092,direct
攝,sro,0.0092,direct
攝,ña,0.0092,direct
攝,ñā,0.0092,direct
攝,śma,0.0092,direct
攞,li,0.0905,direct
攞,lan,0.0485,direct
攞,le,0.0485,direct
攞,lak,0.0471,direct
攞,lum,0.0471,direct
攣,ra,0.3703,lhan_backoff
攣,la,0.1698,lhan_backoff
攣,rī,0.0849,lhan_backoff
攣,ru,0.0825,lhan_backoff
攣,rā,0.0684,lhan_backoff
支,cī,0.2265,direct
支,ci,0.1105,direct
支,cak,0.0707,direct
支,cit,0.0707,direct
支,caṇ,0.0668,direct
政,ca,0.1805,lhan_backoff
政,ja,0.0977,lhan_backoff
政,cā,0.0752,lhan_backoff
政,jā,0.0677,lhan_backoff
政,cī,0.0677,lhan_backoff
散,sat,0.0225,direct
散,saṃg,0.0225,direct
散,sūt,0.0225,direct
散,sad,0.022,direct
散,saun,0.022,direct
敦,ta,0.2285,lhan_backoff
敦,da,0.1125,lhan_backoff
敦,ti,0.1037,lhan_backoff
敦,ḍa,0.0598,lhan_backoff
敦,dha,0.0475,lhan_backoff
文,mu,0.0774,direct
文,muṇ,0.0635,direct
文,mak,0.0245,direct
文,mat,0.0245,direct
文,maṃ,0.0245,direct
斜,ya,0.6259,lhan_backoff
斜,yā,0.0863,lhan_backoff
斜,yan,0.0576,lhan_backoff
斜,yak,0.0432,lhan_backoff
斜,yu,0.036,lhan_backoff
斤,ka,0.3398,lhan_backoff
斤,ga,0.145,lhan_backoff
斤,ku,0.0844,lhan_backoff
斤,kā,0.039,lhan_backoff
斤,kha,0.0368,lhan_backoff
斫,kra,0.0092,direct
斫,sro,0.0092,direct
斫,ña,0.0092,direct
斫,ñā,0.0092,direct
斫,śma,0.0092,direct
斯,si,0.087,direct
斯,se,0.0648,direct
斯,sat,0.0316,direct
斯,saṃg,0.0316,direct
斯,sūt,0.0316,direct
方,kra,0.0092,direct
方,sro,0.0092,direct
方,ña,0.0092,direct
方,ñā,0.0092,direct
方,śma,0.0092,direct
施,śai,0.0696,direct
施,śi,0.0689,direct
施,śam,0.0396,direct
施,śat,0.0396,direct
施,śud,0.0396,direct
旃,caṇ,0.1495,direct
旃,cam,0.1348,direct
旃,cak,0.0599,direct
旃,cit,0.0599,direct
旃,ciṣ,0.0567,direct
既,kak,0.0156,direct
既,kau,0.0156,direct
既,kaṃ,0.0156,direct
既,kum,0.0156,direct
既,kun,0.0156,direct
日,an,0.0197,direct
日,e,0.0197,direct
日,iṣ,0.0197,direct
日,om,0.0197,direct
日,ḹ,0.0197,direct
旬,sa,0.1126,lhan_backoff
旬,ṣa,0.0852,lhan_backoff
旬,su,0.0852,lhan_backoff
旬,ṣi,0.0797,lhan_backoff
旬,saṃ,0.0797,lhan_backoff
昂,ṅa,0.2898,direct
昂,ṅan,0.1112,direct
昂,kra,0.0055,direct
昂,sro,0.0055,direct
昂,ña,0.0055,direct
昧,mā,0.0516,direct
昧,ma,0.0396,direct
昧,mak,0.0325,direct
昧,mat,0.0325,direct
昧,maṃ,0.0325,direct
時,jī,0.2172,direct
時,jai,0.0638,direct
時,jam,0.0638,direct
時,jo,0.0638,direct
時,ji,0.0599,direct
晨,sa,0.1126,lhan_backoff
晨,ṣa,0.0852,lhan_backoff
晨,su,0.0852,lhan_backoff
晨,ṣi,0.0797,lhan_backoff
晨,saṃ,0.0797,lhan_backoff
普,pu,0.0752,direct
普,pas,0.0256,direct
普,paṃ,0.0256,direct
普,pit,0.0256,direct
普,put,0.0256,direct
智,nim,0.0264,direct
智,nir,0.0264,direct
智,nur,0.0264,direct
智,nai,0.0258,direct
智,nak,0.0258,direct
暑,sa,0.1126,lhan_backoff
暑,ṣa,0.0852,lhan_backoff
暑,su,0.0852,lhan_backoff
暑,ṣi,0.0797,lhan_backoff
暑,saṃ,0.0797,lhan_backoff
暮,mak,0.0192,direct
暮,mat,0.0192,direct
暮,maṃ,0.0192,direct
暮,miṃ,0.0192,direct
暮,mū,0.0192,direct
曇,ḍum,0.1599,direct
曇,dum,0.0696,direct
曇,dha,0.0511,direct
曇,ḍo,0.0413,direct
曇,ḍi,0.0378,direct
曩,nim,0.0264,direct
曩,nir,0.0264,direct
曩,nur,0.0264,direct
曩,nai,0.0258,direct
曩,nak,0.0258,direct
曬,kra,0.0092,direct
曬,sro,0.0092,direct
曬,ña,0.0092,direct
曬,ñā,0.0092,direct
曬,śma,0.0092,direct
曰,vṛt,0.1189,direct
曰,vast,0.0317,direct
曰,vat,0.0317,direct
曰,vī,0.0317,direct
曰,vaj,0.0304,direct
曲,ka,0.3398,lhan_backoff
曲,ga,0.145,lhan_backoff
曲,ku,0.0844,lhan_backoff
曲,kā,0.039,lhan_backoff
曲,kha,0.0368,lhan_backoff
曳,ye,0.1401,direct
曳,yan,0.0346,direct
曳,yast,0.0346,direct
曳,yaḥ,0.0346,direct
曳,yut,0.0346,direct
更,ka,0.3398,lhan_backoff
更,ga,0.145,lhan_backoff
更,ku,0.0844,lhan_backoff
更,kā,0.039,lhan_backoff
更,kha,0.0368,lhan_backoff
曹,ca,0.1805,lhan_backoff
曹,ja,0.0977,lhan_backoff
曹,cā,0.0752,lhan_backoff
曹,jā,0.0677,lhan_backoff
曹,cī,0.0677,lhan_backoff
曼,maṇ,0.0774,direct
曼,mañ,0.0582,direct
曼,māṃ,0.0582,direct
曼,mān,0.0474,direct
曼,man,0.0458,direct
替,ta,0.2285,lhan_backoff
替,da,0.1125,lhan_backoff
替,ti,0.1037,lhan_backoff
替,ḍa,0.0598,lhan_backoff
替,dha,0.0475,lhan_backoff
會,kak,0.0223,direct
會,kau,0.0223,direct
會,kaṃ,0.0223,direct
會,kum,0.0223,direct
會,kun,0.0223,direct
朅,kha,0.3329,direct
朅,khak,0.1371,direct
朅,khā,0.1251,direct
有,vā,0.1331,direct
有,vast,0.0402,direct
有,vat,0.0402,direct
有,vī,0.0402,direct
有,vaj,0.0386,direct
服,pa,0.134,lhan_backoff
服,pā,0.1275,lhan_backoff
服,pu,0.0752,lhan_backoff
服,pi,0.0523,lhan_backoff
服,bha,0.0425,lhan_backoff
朐,ka,0.3398,lhan_backoff
朐,ga,0.145,lhan_backoff
朐,ku,0.0844,lhan_backoff
朐,kā,0.039,lhan_backoff
朐,kha,0.0368,lhan_backoff
木,ma,0.4618,lhan_backoff
木,mā,0.1606,lhan_backoff
木,mu,0.0964,lhan_backoff
木,mi,0.0723,lhan_backoff
木,madh,0.0321,lhan_backoff
末,madh,0.1392,direct
末,ma,0.043,direct
末,mak,0.0326,direct
末,mat,0.0326,direct
末,maṃ,0.0326,direct
本,la,0.048,direct
本,lan,0.0342,direct
本,le,0.0342,direct
本,lak,0.0332,direct
本,lum,0.0332,direct
术,kra,0.0092,direct
术,sro,0.0092,direct
术,ña,0.0092,direct
术,ñā,0.0092,direct
术,śma,0.0092,direct
束,sa,0.1126,lhan_backoff
束,ṣa,0.0852,lhan_backoff
束,su,0.0852,lhan_backoff
束,ṣi,0.0797,lhan_backoff
束,saṃ,0.0797,lhan_backoff
東,ta,0.2285,lhan_backoff
東,da,0.1125,lhan_backoff
東,ti,0.1037,lhan_backoff
東,ḍa,0.0598,lhan_backoff
東,dha,0.0475,lhan_backoff
板,pa,0.134,lhan_backoff
板,pā,0.1275,lhan_backoff
板,pu,0.0752,lhan_backoff
板,pi,0.0523,lhan_backoff
板,bha,0.0425,lhan_backoff
林,ra,0.3703,lhan_backoff
林,la,0.1698,lhan_backoff
林,rī,0.0849,lhan_backoff
林,ru,0.0825,lhan_backoff
林,rā,0.0684,lhan_backoff
果,ki,0.0714,direct
果,kak,0.0245,direct
果,kau,0.0245,direct
果,kaṃ,0.0245,direct
果,kum,0.0245,direct
枳,ke,0.0669,direct
枳,kī,0.0566,direct
枳,ki,0.0415,direct
枳,kak,0.0274,direct
枳,kau,0.0274,direct
柘,ca,0.2034,direct
